67.05358,3.6
77.03816,4.3
93.06972,9.2
94.06477,9.2
95.06597,3.1
118.06557,1.5
121.02876,32.5
122.0315,2.3
138.05515,100.0
139.05847,8.5
164.07138,1.6
166.08672,89.0
167.08975,11.7
168.09375,1.4
39.02,0.8598280344
41.0,1.299740052
41.04,0.8698260348
43.02,4.829034193
51.02,2.149570086
52.03,0.6098780244
53.0,0.949810038
53.04,31.37372525
55.01,1.839632074
57.03,0.4699060188
