71.01494,7.35
89.02687,4.86
101.02504,2.61
113.02719,2.96
119.03237,6.52
131.03592,4.38
143.02795,2.13
145.04051,2.01
153.69173,1.9
161.04741,14.69
179.06052,4.62
432.79526,1.9
537.32324,2.01
621.43848,14.81
622.43286,8.53
783.48486,100.0
43.01716,100.0
44.04887,48.8
46.02848,41.7
60.04426,23.8
70.0284,14.7
71.01263,4.1
74.02357,13.4
99.00751,8.6
175.07243,2.3
97.0281,5.37
153.0231,100.0
154.0251,5.2
155.0189,4.35
119.0286,2.56
121.0439,36.61
122.0473,3.01
127.0343,82.0
128.0377,6.61
137.0381,1.01
139.0343,100.0
140.0373,11.03
141.0498,46.69
142.0531,4.01
146.0386,1.59
147.034,8.11
149.0387,2.94
151.0342,91.86
152.0373,8.83
153.0394,2.05
163.0538,1.01
164.0422,2.46
166.0448,11.55
167.0483,2.85
169.0447,92.88
170.0483,10.2
172.055,1.07
173.0493,15.0
174.0526,2.38
177.045,3.9
178.0451,2.43
187.0554,1.57
193.0561,5.71
200.0605,16.49
201.0644,2.61
219.0605,2.15
220.0674,47.77
221.071,7.01
238.0781,13.01
239.0809,1.95
178.08347,1.6
179.09195,1.2
190.07574,1.8
191.08588,15.2
192.08975,3.6
193.09921,2.1
194.07466,3.4
202.0822,1.4
203.08768,1.7
205.06808,2.0
206.07188,3.7
207.08376,2.9
208.08801,8.3
209.09987,2.7
218.07487,4.1
219.08202,18.9
220.08868,9.0
221.09766,8.3
222.10214,1.4
223.11188,4.4
224.08186,2.1
225.08839,1.7
231.08456,4.7
233.09763,3.9
235.07568,14.1
236.08351,70.8
237.08958,21.7
238.06454,5.8
246.0686,1.7
247.07614,29.6
248.08336,65.4
249.08961,19.3
250.09944,7.3
251.10715,24.7
252.1102,3.4
253.08678,11.2
254.08318,1.4
261.0881,1.7
262.09656,2.9
263.07135,12.6
264.07864,100.0
265.08597,90.0
266.08929,19.5
267.10651,4.1
268.10983,1.1
277.08398,1.6
278.0957,3.2
279.10275,60.7
280.10846,37.7
281.08456,46.2
282.08517,10.5
296.10486,33.2
297.11133,6.3
298.11642,1.4
311.12924,5.6
312.13095,2.0
99.0088,98.28
99.0116,1.72
65.03999,7.5
95.05065,3.4
105.06773,3.7
110.03699,3.0
111.04545,7.1
119.05233,3.0
123.04472,100.0
125.04911,3.3
136.04456,2.8
137.0199,2.8
139.04132,87.6
143.04149,4.3
147.04247,33.7
148.05585,3.1
149.05031,5.0
151.04346,2.7
159.03722,6.1
161.06279,25.7
163.03871,5.9
165.05708,5.3
170.75357,2.7
177.03972,5.0
179.03172,2.7
184.05017,6.1
185.63144,2.7
189.05515,7.1
190.05464,3.6
204.43602,5.2
207.0596,10.4
217.11632,2.7
65.03809,7.6
67.01762,5.9
68.02843,6.6
68.99809,15.2
77.03847,4.5
79.01727,4.9
81.031,1.5
83.0472,2.3
85.03192,1.5
91.05369,100.0
92.0577,4.8
92.99725,1.5
95.0168,2.3
96.02251,15.3
99.04784,3.1
100.04666,1.3
101.03286,1.7
107.04633,3.8
108.01627,5.9
109.03173,1.5
110.02745,1.5
111.04525,16.2
112.05303,4.5
115.05084,2.8
118.03858,3.4
119.04955,44.5
120.05186,6.2
123.04675,2.0
124.01495,27.2
130.42815,1.4
131.05087,1.4
133.99991,2.3
134.9942,2.6
137.0148,4.9
139.03401,1.3
141.06583,1.6
147.04752,3.5
150.01611,1.2
151.03787,1.4
152.05919,2.6
153.01433,4.6
163.05643,1.9
164.05161,1.5
165.07578,1.8
167.03127,30.1
168.03754,1.5
168.92336,1.5
180.0529,2.1
90.04438,1.17
103.05297,1.63
117.05581,16.58
118.0372,1.16
130.06461,8.2
132.04228,1.16
133.06181,16.47
145.05554,34.15
160.0746,100.0
128.0242,2.1
149.0226,1.2
161.9857,2.4
163.9841,1.3
314.985,100.0
315.9885,15.82
316.9829,88.99
247.1183,4.19
366.1562,1.23
384.1652,100.0
100.0155,1.75
101.0371,6.25
116.0493,100.0
116.0806,2.96
116.1012,1.86
116.1489,1.42
121.0493,1.59
126.0275,1.64
144.0427,18.03
144.0718,1.26
151.05621,1.02
179.07552,1.99
180.07977,2.95
214.04355,100.0
215.0549,98.71
250.02229,14.01
60.0445,6.18
62.0601,8.17
90.0337,1.31
98.9995,9.96
119.0602,2.73
126.0104,100.0
127.0181,27.95
147.0551,2.29
148.0629,50.89
154.0052,1.14
183.0318,6.14
215.0579,1.55
91.04869,1.08
165.06161,1.08
208.09802,3.96
211.0724,2.28
239.0997,2.41
240.10114,1.98
254.09261,13.08
267.0863,1.45
268.1033,40.11
286.09375,2.4
313.12836,1.45
314.09262,100.0
399.10577,2.6
417.11795,100.0
78.9,10.14693172
97.0,57.62028234
199.0,1.757418611
259.1,30.47536733
41.02038,36.5
58.04107,100.0
88.04023,51.5
88.59846,2.0
56.0495,8.87
65.0386,12.37
67.029,100.0
69.0447,52.59
79.0542,4.36
81.0447,4.81
83.0603,23.15
93.07,3.25
94.04,8.21
95.049,6.94
96.0557,17.16
108.0556,62.58
109.0397,4.88
110.0713,51.73
113.0346,5.9
121.0285,12.3
122.0587,44.0
123.0428,8.08
133.0285,4.32
135.0666,31.24
137.0823,19.68
138.0662,45.98
148.0379,2.28
149.0234,13.17
163.0615,27.73
167.0555,6.67
181.0719,42.9
60.0564,25.19
86.0354,3.22
171.0066,20.4
188.0333,2.6
189.0173,26.13
213.0285,3.61
230.0552,100.0
79.05453,1.9
81.06947,2.4
122.09744,1.4
130.06461,4.4
131.06676,1.0
134.10159,1.3
142.06476,2.4
154.06471,1.5
167.07539,1.4
168.08418,2.8
277.16266,3.7
278.16638,1.3
295.18051,100.0
78.9859,7.43
228.0543,13.76
229.0618,100.0
307.0395,63.22
41.99911,22.9
108.0444,3.4
109.04162,42.7
110.03667,100.0
111.03874,3.3
152.06214,11.0
224.09553,1.4
242.07781,14.7
65.0387,9.72
92.0495,1.84
93.0336,6.12
93.0573,1.49
108.0445,41.25
116.0498,1.13
124.0222,1.04
125.0585,5.32
126.0663,5.84
127.0504,5.34
134.0602,100.0
136.0757,1.3
140.0456,3.23
148.0757,2.11
150.055,2.56
154.0613,49.07
155.0691,66.51
156.0115,6.13
156.0769,75.4
157.0482,4.01
159.0554,1.67
162.0664,10.74
164.0707,6.41
170.0558,2.18
173.0586,2.84
198.0221,27.46
212.0377,1.77
215.0692,8.94
218.0232,16.48
230.08,2.48
245.1035,5.23
257.1034,2.69
272.0909,3.44
287.1141,31.07
321.0651,3.28
353.092,24.28
160.9567,100.0
43.02037,1.7
46.03192,6.9
56.05282,100.0
57.03467,14.8
74.06137,57.6
84.04489,43.9
102.05642,40.2
120.06621,6.5
78.95756,100.0
96.96819,26.93
134.04608,53.22
150.97903,1.41
176.99501,18.39
195.0058,42.28
330.06116,8.93
91.0544,1.78
93.0574,4.74
115.0543,64.44
116.062,1.18
117.0573,6.09
118.0651,16.54
130.0652,3.75
132.0809,18.77
140.0495,1.12
141.0574,3.3
142.0653,27.86
143.073,100.0
158.084,81.69
159.092,47.62
152.0496,14.15
194.0968,100.0
364.0736,24.63
365.0766,2.96
78.9593,9.00090009
201.968,7.060706071
272.9577,1.070107011
304.0347,1.02010201
322.0452,4.130413041
384.0012,9.930993099
402.0482,0.7100710071
445.0541,67.07670767
135.0078,59.23
198.9697,40.05
230.9944,100.0
57.0347,10.95109511
85.0294,23.40234023
101.0243,11.31113111
103.0399,54.33543354
264.0798,11.25
300.0564,100.0
56.05133,1.38
57.05711,16.46
91.05264,1.15
117.06652,1.18
126.0564,2.02
143.08151,1.69
155.09457,2.22
158.09409,2.07
159.10857,1.19
160.11208,2.1
165.07059,4.55
172.11302,5.84
186.13148,1.59
187.10349,7.57
192.07919,9.93
204.10083,6.14
205.11057,1.69
218.12166,2.66
220.10971,1.6
232.13115,2.39
233.14146,17.19
246.14711,2.82
249.13957,12.5
260.164,2.31
351.1868,2.17
379.21844,33.55
407.21252,12.7
425.22336,33.15
451.85843,5.0
453.2616,100.0
41.00326,1.36
115.05505,12.25
143.0562,100.0
144.0517,2.48
187.04364,14.14
56.0494,1.329867013
57.0698,1.069893011
58.0651,0.8399160084
60.0807,7.96920308
67.0542,0.3399660034
71.0729,7.799220078
71.0855,0.4099590041
86.0965,30.53694631
95.0856,0.3399660034
98.9843,8.089191081
104.1072,13.80861914
125.0002,22.05779422
184.0738,5.409459054
72.04403,3.53
73.02795,1.02
98.02334,10.16
99.00737,4.56
99.92442,5.19
116.07044,100.0
116.92722,40.7
118.04967,19.0
74.0255,15.29
118.0517,100.0
299.1626,2.97
65.03786,5.0
