0.31339395,1.0,0.24857539,0.13248472,0.064418964,0.13126273,0.24897315,0.06853361,0.028405976,0.05651731,0.047612946,0.048065174,0.035610747,0.031160897,0.071624205,0.028716905,0.05241437,0.026272912,0.045210876,0.011812627,0.040410016,0.008248473,0.05721118,0.0033604887,0.2149293,0.002138493,0.058016203,0.002138493.1,0.1731181,0.00101833,0.061476693,0.00101833.1,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38,0.0.39,0.0.40,0.0.41,0.0.42,0.0.43,0.0.44,0.0.45,0.0.46,0.0.47,0.0.48,0.0.49,0.0.50,0.0.51,0.0.52,0.0.53,0.0.54,0.0.55,0.0.56,0.0.57,0.0.58,0.0.59,0.0.60,0.0.61,0.0.62,0.0.63,0.0.64,0.0.65,0.0.66,0.0.67,0.0.68,0.0.69,0.0.70,0.0.71,0.0.72,0.0.73,0.0.74,0.0.75,0.0.76,0.0.77,0.0.78,0.0.79,0.0.80,0.0.81,0.0.82,0.0.83,0.0.84,0.0.85,0.0.86,0.0.87,0.0.88,0.0.89,0.0.90,0.0.91,0.0.92,0.0.93,0.0.94,0.0.95,0.0.96,0.0.97,0.0.98,0.0.99,0.0.100,0.0.101,0.0.102,0.0.103,0.0.104,0.0.105,0.0.106,0.0.107,0.0.108,0.0.109,0.0.110,0.0.111,0.0.112,0.0.113,0.0.114,0.0.115,0.0.116,0.0.117,0.0.118,0.0.119,0.0.120,0.0.121,0.0.122,0.0.123,0.0.124,0.0.125,0.0.126,0.0.127,0.0.128,0.0.129,0.0.130,0.0.131,0.0.132,0.0.133,0.0.134,0.0.135,0.0.136,0.0.137,0.0.138,0.0.139,0.0.140,0.0.141,0.0.142,0.0.143,0.0.144,0.0.145,0.0.146,0.0.147,0.0.148,0.0.149,0.0.150,0.0.151,0.0.152,0.0.153,0.0.154,0.0.155,0.0.156,0.0.157,0.0.158,0.0.159,0.0.160,0.0.161,0.0.162,0.0.163,0.0.164,0.0.165,0.0.166,0.0.167
0.017206864,1.0,0.017619548,0.47648263,0.018411392,0.40388548,0.024017705,0.2208589,0.02801136,0.12781186,0.029609429,0.114519425,0.039603002,0.06543967,0.028405052,0.019427402,0.070028976,0.0010224949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06120924,1.0,0.03881124,0.0116971275,0.06161004,0.009921671,0.06200756,0.0010443864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05561372,1.0,0.06761788,0.9281461,0.06041368,0.91785246,0.05081372,0.818347,0.08802696,0.47290343,0.05641992,0.46200424,0.04841756,0.36027855,0.0800242,0.1572308,0.06921972,0.14219396,0.09523124,0.12211121,0.06641792,0.107377134,0.05601492,0.10212938,0.06801932,0.09375315,0.06081492,0.07992734,0.0588136,0.07266121,0.0884284,0.0615602,0.05121508,0.057523463,0.07722244,0.04844081,0.05682124,0.03128469,0.070818,0.030174589,0.04881892,0.021192854,0.05961548,0.020486426,0.06681932,0.01957816,0.08042576,0.01715612,0.04761144,0.01665153,0.06561688,0.015642345,0.07121804,0.015339591,0.06962104,0.014834998,0.0876242,0.012513876,0.06121576,0.011504693,0.09563236,0.010495509,0.05841544,0.006862448,0.07482216,0.0066606114,0.068822,0.0016146937,0.06522152,0.0010091836,0.05481524,0.0010091836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.105631456,1.0,0.10603439,0.8989899,0.094433405,0.7050505,0.099233344,0.65050507,0.1116411,0.6030303,0.11243382,0.45656565,0.11204338,0.37070706,0.11844195,0.32525253,0.098830454,0.2888889,0.10044286,0.23939393,0.09483583,0.2090909,0.106435716,0.18686868,0.09963585,0.18484849,0.087632805,0.18080808,0.07643435,0.14343435,0.09403027,0.13232324,0.10522854,0.11717172,0.10123471,0.1030303,0.112834066,0.0959596,0.08803547,0.08080808,0.08843906,0.073737375,0.083235204,0.073737375,0.10003977,0.06363636,0.11884453,0.053535353,0.09522582,0.048484847,0.1244517,0.046464648,0.092433825,0.037373737,0.08924475,0.034343433,0.087229945,0.031313132,0.10684261,0.031313132,0.093239054,0.02929293,0.08242875,0.027272727,0.0768359,0.026262626,0.077629864,0.024242423,0.10084408,0.024242423,0.11123828,0.022222223,0.082833506,0.019191919,0.104838625,0.019191919,0.08363995,0.017171716,0.08963274,0.011111111,0.077239685,0.011111111,0.082027234,0.01010101,0.12485238,0.01010101,0.0760303,0.008080808,0.09003536,0.007070707,0.09842744,0.007070707,0.08123507,0.007070707,0.10443524,0.007070707,0.11083359,0.006060606,0.071233384,0.006060606,0.08884086,0.004040404,0.10163327,0.004040404,0.08083288,0.004040404,0.119246565,0.004040404,0.07163678,0.002020202,0.10724393,0.001010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049217887,1.0,0.055616528,0.87268996,0.058816988,0.31930184,0.06442512,0.23716633,0.08282384,0.08008213,0.026015995,0.050308008,0.04441818,0.046201233,0.07562206,0.046201233,0.06361489,0.03593429,0.073620066,0.03593429,0.06521548,0.033880904,0.066022836,0.02772074,0.081774406,0.026694044,0.059620123,0.024640657,0.07081589,0.024640657,0.057216596,0.017453799,0.042027093,0.011293635,0.07602186,0.01026694,0.03802026,0.008213553,0.050019644,0.0071868584,0.05922234,0.00513347,0.047620934,0.0041067763,0.044014797,0.0041067763,0.05480796,0.0020533882,0.054417823,0.0020533882,0.060417384,0.0010266941,0.068301424,0.0010266941,0.071612686,0.0010266941,0.074252576,0.0010266941,0.08684653,0.0010266941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036421478,1.0,0.04761982,0.4388271,0.06681251,0.29322547,0.04960598,0.26390293,0.0444181,0.15267947,0.038409006,0.14357938,0.027599236,0.14256825,0.026015235,0.06572295,0.027211372,0.05561173,0.048020743,0.051567238,0.04320651,0.04853387,0.026807047,0.04853387,0.03160691,0.038422648,0.05480592,0.038422648,0.03682308,0.037411526,0.061205734,0.03538928,0.030815387,0.03437816,0.04482121,0.03437816,0.04281853,0.027300304,0.058819007,0.024266936,0.047215432,0.023255814,0.039619137,0.020222448,0.046020336,0.01718908,0.060823675,0.015166835,0.05399768,0.015166835,0.03800672,0.012133468,0.053599965,0.012133468,0.03321888,0.012133468,0.07202116,0.010111224,0.0492187,0.009100101,0.06522257,0.008088979,0.06603031,0.0070778565,0.040413145,0.006066734,0.05642633,0.005055612,0.03401277,0.0040444895,0.06721502,0.0040444895,0.065620646,0.0040444895,0.0324124,0.0040444895,0.043612693,0.0040444895,0.04401098,0.0040444895,0.0371989,0.0040444895,0.067569345,0.0040444895,0.052420348,0.003033367,0.05217126,0.003033367,0.06041515,0.003033367,0.055613603,0.0020222447,0.040018663,0.0020222447,0.060006443,0.0010111224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06402984,1.0,0.058022216,0.33444512,0.046822324,0.15686275,0.053224724,0.15575096,0.052025843,0.072164945,0.041221187,0.0057610674,0.036017753,0.001111785,0.052816913,0.0010107135,0.04721488,0.0010107135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125994,1.0,0.12679316,0.88867545,0.1263954,0.14883721,0.06479428,0.013144591,0.05120968,0.010111224,0.06559364,0.0020222447,0.05960904,0.0010111224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15366608,1.0,0.09884732,0.030949732,0.14646249,0.0010114291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04641972,1.0,0.05761708,0.17067988,0.04041484,0.05149737,0.04643224,0.018211251,0.04644048,0.007082153,0.0400062,0.005969243,0.050411,0.0048563336,0.04841972,0.0043504653,0.04645956,0.0026305139,0.05762872,0.0010117361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
