smiles
COc1cc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)ccc1O
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1
CC(=O)Nc1nnc(S(N)(=O)=O)s1
Oc1c(Cl)cc(Cl)c2cccnc12
COc1cc(/C=C/C(=O)O)cc(OC)c1OS(=O)(=O)O
CCN(N=O)C(C)Cc1cccc(C(F)(F)F)c1
COc1c(OC)c(O)c2c3c(cc4ccccc42)NC(=O)c13
CCCCCCC(O)CCCCCCCCCCC(=O)O
c1ccc2ncccc2c1
NCC(=O)CCC(=O)O
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
COc1cc(-c2oc3c(OC)c(O)cc(O)c3c(=O)c2O)ccc1O
CC(O)=NCCCCCCN=C(C)O
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
NC(=NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1
O=c1c2ccccc2nc2n1CCC2O
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
CC(C)CC(=O)C(=O)O
O=c1c(OC2OCC(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
CC(C)C(O)C(=O)O
NCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1
Nc1ncnc2nc[nH]c12
O=C1CC(c2ccc(O)cc2)Oc2c1c(O)c(C1OC(CO)C(O)C(O)C1O)c(O)c2C1OC(CO)C(O)C(O)C1O
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O
CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(=O)O
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
CCCCC/C=C\C=C\CCCCCCCCC(=O)O
O=S(=O)(O)S
C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2
O=C(O)c1ccncc1
COCCc1ccc(OCC(O)CNC(C)C)cc1
CCOC(=O)CCC(=O)OCC
Nc1ccc([N+](=O)[O-])cc1
OCC(O)c1ccc(O)c(O)c1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)[C@@H]2O)(C(=O)O)C[C@@H]1O
C=CCC(=O)NCC(=O)O
COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O
N=C(O)CN1CCCC1=O
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
O=C(O)c1ccccc1C(=O)O
C/C(=C/C(=O)O)C(=O)O
CC(C)c1ccc(CO)cc1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
C[n+]1cccc(C(=O)[O-])c1
O=C(CO)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O
CC(=O)c1c(O)cccc1O
N=c1nc(O)c2c([nH]1)NCC(C(O)C(O)CO)=N2
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
O=C(O)Cc1cccc(OS(=O)(=O)O)c1
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
O=C(O)c1nc(Cl)ccc1Cl
NC(CCOC(=O)CCC(=O)O)C(=O)O
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Cc1ncc(COP(=O)(O)O)c(CN)c1O
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C
OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
N[C@@H](CCS(=O)(=O)O)C(=O)O
